100896724,36.0,10.0,28.0,17.0,15.0,18.0,18.0,20.0,17.0,16.0,19.0,15.0,17.0,14.0,16.0,15.0,16.0,12.0,14.0,17.0,16.0,28.0,18.0,16.0,19.0,16.0,20.0,37.0,14.0,16.0,12.0,16.0,11.0
1009829666,16.0,10.0,22.0,14.0,15.0,17.0,11.0,15.0,18.0,17.0,20.0,15.0,16.0,14.0,17.0,16.0,18.0,17.0,16.0,15.0,17.0,27.0,14.0,13.0,15.0,16.0,18.0,27.0,17.0,14.0,15.0,15.0,15.0
10111748013,14.0,13.0,7.0,10.0,13.0,10.0,15.0,18.0,12.0,12.0,14.0,15.0,14.0,16.0,15.0,15.0,16.0,16.0,20.0,19.0,16.0,25.0,17.0,22.0,14.0,16.0,15.0,42.0,15.0,15.0,17.0,16.0,17.0
10113485663,41.0,20.0,27.0,19.0,17.0,9.0,13.0,13.0,16.0,12.0,17.0,16.0,15.0,14.0,14.0,15.0,13.0,16.0,15.0,14.0,15.0,31.0,16.0,14.0,17.0,16.0,15.0,31.0,15.0,17.0,15.0,15.0,16.0
10113764636,41.0,13.0,29.0,25.0,14.0,14.0,17.0,15.0,16.0,19.0,12.0,16.0,15.0,15.0,15.0,16.0,16.0,14.0,15.0,16.0,12.0,21.0,16.0,23.0,20.0,17.0,16.0,29.0,14.0,15.0,15.0,14.0,15.0
10118780294,13.0,23.0,15.0,14.0,15.0,14.0,17.0,14.0,21.0,16.0,10.0,13.0,20.0,16.0,16.0,15.0,15.0,15.0,14.0,12.0,20.0,25.0,18.0,20.0,15.0,18.0,15.0,35.0,14.0,12.0,16.0,14.0,16.0
10123216136,30.0,20.0,24.0,23.0,21.0,12.0,15.0,16.0,17.0,24.0,20.0,16.0,17.0,18.0,17.0,14.0,14.0,17.0,12.0,13.0,19.0,25.0,18.0,14.0,21.0,17.0,15.0,31.0,16.0,14.0,14.0,15.0,16.0
10124585,17.0,19.0,28.0,22.0,11.0,8.0,18.0,10.0,10.0,18.0,17.0,12.0,10.0,19.0,21.0,17.0,16.0,17.0,17.0,13.0,15.0,36.0,20.0,16.0,15.0,17.0,16.0,28.0,14.0,15.0,16.0,16.0,14.0
10130389714,35.0,15.0,26.0,25.0,14.0,17.0,16.0,12.0,12.0,19.0,13.0,16.0,19.0,15.0,15.0,15.0,15.0,17.0,15.0,16.0,13.0,28.0,15.0,25.0,20.0,18.0,15.0,30.0,16.0,6.0,12.0,14.0,17.0
101420188,22.0,10.0,16.0,20.0,7.0,16.0,16.0,20.0,12.0,19.0,15.0,15.0,16.0,15.0,14.0,17.0,16.0,16.0,13.0,15.0,16.0,30.0,14.0,15.0,18.0,15.0,17.0,30.0,17.0,15.0,14.0,16.0,16.0
10144679576,25.0,14.0,29.0,23.0,13.0,11.0,18.0,17.0,10.0,10.0,14.0,14.0,17.0,16.0,15.0,15.0,14.0,17.0,17.0,18.0,19.0,35.0,17.0,20.0,16.0,17.0,13.0,27.0,14.0,13.0,16.0,14.0,18.0
1014769560,21.0,12.0,21.0,16.0,15.0,16.0,10.0,19.0,20.0,22.0,18.0,18.0,13.0,21.0,17.0,16.0,13.0,17.0,14.0,14.0,15.0,42.0,13.0,19.0,20.0,18.0,19.0,23.0,17.0,13.0,10.0,14.0,12.0
10159166114,49.0,6.0,1.0,10.0,14.0,13.0,14.0,17.0,20.0,15.0,16.0,16.0,17.0,16.0,15.0,16.0,16.0,16.0,14.0,16.0,15.0,21.0,18.0,25.0,25.0,25.0,17.0,26.0,11.0,7.0,9.0,11.0,14.0
10177164965,29.0,10.0,25.0,26.0,17.0,11.0,15.0,17.0,15.0,13.0,8.0,19.0,13.0,17.0,16.0,15.0,19.0,14.0,15.0,14.0,17.0,36.0,13.0,26.0,21.0,12.0,15.0,22.0,18.0,7.0,13.0,16.0,15.0
1019801576,21.0,12.0,18.0,18.0,17.0,15.0,21.0,16.0,14.0,8.0,20.0,18.0,13.0,16.0,18.0,16.0,16.0,12.0,17.0,17.0,15.0,41.0,16.0,24.0,18.0,16.0,22.0,24.0,15.0,9.0,14.0,15.0,10.0
10214082033,13.0,16.0,23.0,20.0,20.0,16.0,14.0,14.0,18.0,19.0,16.0,17.0,14.0,13.0,16.0,16.0,14.0,13.0,13.0,18.0,17.0,27.0,16.0,16.0,16.0,16.0,16.0,35.0,16.0,15.0,15.0,15.0,16.0
1021885313,21.0,16.0,18.0,13.0,21.0,7.0,15.0,7.0,16.0,17.0,18.0,14.0,14.0,14.0,16.0,16.0,20.0,13.0,15.0,15.0,19.0,23.0,13.0,9.0,14.0,11.0,16.0,32.0,16.0,16.0,15.0,18.0,15.0
10220950205,18.0,16.0,27.0,6.0,15.0,11.0,15.0,15.0,14.0,8.0,13.0,17.0,17.0,15.0,16.0,16.0,16.0,16.0,15.0,17.0,19.0,38.0,15.0,28.0,28.0,16.0,24.0,16.0,15.0,3.0,4.0,16.0,8.0
1022290052,21.0,24.0,31.0,15.0,22.0,6.0,23.0,10.0,16.0,8.0,13.0,15.0,14.0,19.0,15.0,12.0,12.0,13.0,14.0,14.0,16.0,33.0,15.0,17.0,16.0,15.0,15.0,29.0,15.0,14.0,15.0,15.0,15.0
10227858885,7.0,10.0,10.0,12.0,20.0,17.0,17.0,16.0,15.0,18.0,17.0,17.0,15.0,16.0,15.0,15.0,15.0,14.0,16.0,15.0,12.0,28.0,16.0,17.0,17.0,14.0,14.0,34.0,15.0,16.0,15.0,15.0,16.0
10233931113,33.0,19.0,24.0,11.0,23.0,16.0,19.0,23.0,14.0,16.0,15.0,14.0,15.0,14.0,17.0,15.0,13.0,13.0,14.0,15.0,17.0,20.0,19.0,14.0,16.0,16.0,17.0,38.0,14.0,14.0,16.0,13.0,14.0
10235354025,26.0,17.0,28.0,23.0,20.0,12.0,16.0,17.0,15.0,16.0,12.0,14.0,16.0,16.0,16.0,16.0,15.0,15.0,15.0,14.0,13.0,24.0,15.0,22.0,18.0,14.0,17.0,40.0,15.0,9.0,13.0,16.0,13.0
10250006225,14.0,6.0,15.0,18.0,15.0,19.0,11.0,13.0,15.0,11.0,16.0,18.0,17.0,17.0,16.0,14.0,15.0,13.0,15.0,16.0,15.0,22.0,16.0,12.0,15.0,17.0,17.0,34.0,15.0,14.0,15.0,16.0,15.0
10255997094,20.0,15.0,19.0,23.0,17.0,8.0,19.0,14.0,16.0,23.0,19.0,16.0,13.0,18.0,18.0,13.0,16.0,18.0,14.0,16.0,17.0,19.0,10.0,21.0,16.0,18.0,14.0,35.0,16.0,14.0,15.0,16.0,15.0
10296691083,19.0,17.0,16.0,16.0,13.0,13.0,16.0,15.0,18.0,14.0,14.0,16.0,13.0,16.0,9.0,19.0,15.0,16.0,17.0,13.0,12.0,27.0,16.0,18.0,18.0,15.0,14.0,32.0,17.0,11.0,12.0,18.0,15.0
103001360,25.0,12.0,29.0,26.0,10.0,13.0,16.0,18.0,16.0,14.0,21.0,20.0,17.0,16.0,13.0,17.0,15.0,16.0,13.0,16.0,13.0,28.0,15.0,20.0,16.0,16.0,17.0,32.0,17.0,11.0,15.0,16.0,15.0
10307302513,12.0,16.0,25.0,19.0,12.0,16.0,17.0,12.0,13.0,18.0,18.0,14.0,12.0,20.0,16.0,16.0,16.0,17.0,14.0,16.0,15.0,29.0,18.0,15.0,15.0,18.0,14.0,33.0,15.0,13.0,15.0,15.0,15.0
10308717993,30.0,11.0,30.0,22.0,15.0,13.0,12.0,15.0,11.0,16.0,14.0,17.0,17.0,15.0,17.0,13.0,15.0,18.0,13.0,19.0,19.0,23.0,15.0,19.0,19.0,14.0,16.0,33.0,16.0,16.0,14.0,17.0,15.0
10320759405,28.0,20.0,16.0,8.0,18.0,6.0,12.0,17.0,12.0,10.0,14.0,15.0,18.0,17.0,15.0,14.0,14.0,16.0,16.0,16.0,15.0,27.0,15.0,16.0,17.0,15.0,18.0,34.0,15.0,16.0,16.0,15.0,14.0
1032231172,11.0,3.0,16.0,27.0,4.0,21.0,18.0,22.0,11.0,9.0,16.0,19.0,17.0,19.0,10.0,17.0,11.0,15.0,15.0,17.0,17.0,31.0,15.0,17.0,15.0,16.0,15.0,33.0,17.0,15.0,15.0,15.0,16.0
103405350,35.0,9.0,31.0,14.0,12.0,17.0,14.0,14.0,17.0,7.0,21.0,17.0,13.0,16.0,16.0,15.0,16.0,18.0,16.0,14.0,17.0,31.0,17.0,16.0,17.0,16.0,15.0,28.0,14.0,14.0,14.0,15.0,16.0
10357127206,6.0,17.0,21.0,13.0,14.0,13.0,14.0,15.0,18.0,17.0,15.0,19.0,14.0,17.0,16.0,16.0,17.0,14.0,14.0,16.0,13.0,31.0,16.0,17.0,16.0,16.0,18.0,28.0,15.0,15.0,15.0,15.0,16.0
10361644863,23.0,16.0,28.0,18.0,13.0,14.0,15.0,18.0,13.0,17.0,11.0,18.0,15.0,17.0,17.0,16.0,14.0,16.0,16.0,17.0,13.0,36.0,14.0,26.0,24.0,15.0,16.0,26.0,19.0,5.0,8.0,15.0,16.0
103924632,36.0,15.0,25.0,15.0,18.0,15.0,15.0,17.0,16.0,15.0,15.0,17.0,15.0,15.0,15.0,15.0,15.0,17.0,16.0,16.0,14.0,35.0,14.0,25.0,16.0,13.0,15.0,28.0,17.0,8.0,14.0,18.0,16.0
1040841,17.0,13.0,4.0,12.0,17.0,14.0,15.0,18.0,18.0,13.0,16.0,13.0,17.0,14.0,13.0,16.0,16.0,16.0,17.0,14.0,17.0,20.0,16.0,21.0,15.0,17.0,14.0,34.0,18.0,15.0,15.0,14.0,15.0
10410171083,15.0,16.0,20.0,17.0,11.0,4.0,19.0,10.0,16.0,23.0,17.0,16.0,18.0,20.0,17.0,13.0,16.0,15.0,13.0,16.0,13.0,23.0,15.0,17.0,16.0,15.0,16.0,33.0,15.0,13.0,16.0,16.0,16.0
10411144663,30.0,15.0,16.0,14.0,16.0,13.0,17.0,15.0,15.0,16.0,16.0,15.0,15.0,15.0,13.0,17.0,16.0,16.0,15.0,15.0,16.0,27.0,15.0,16.0,16.0,16.0,16.0,37.0,16.0,15.0,16.0,15.0,16.0
104122031,28.0,24.0,8.0,14.0,14.0,13.0,11.0,16.0,19.0,18.0,12.0,16.0,14.0,16.0,17.0,17.0,15.0,16.0,16.0,15.0,18.0,15.0,15.0,13.0,14.0,13.0,16.0,40.0,17.0,17.0,15.0,17.0,16.0
10415361343,27.0,5.0,22.0,4.0,19.0,16.0,16.0,15.0,17.0,17.0,20.0,17.0,17.0,15.0,12.0,18.0,17.0,16.0,11.0,14.0,13.0,37.0,22.0,28.0,17.0,15.0,15.0,27.0,10.0,6.0,16.0,15.0,17.0
10427525244,14.0,18.0,25.0,19.0,13.0,13.0,16.0,15.0,17.0,18.0,13.0,16.0,18.0,15.0,15.0,15.0,16.0,16.0,16.0,14.0,16.0,17.0,14.0,27.0,23.0,17.0,17.0,31.0,18.0,12.0,11.0,14.0,15.0
10457158923,31.0,7.0,24.0,27.0,16.0,11.0,18.0,14.0,17.0,10.0,10.0,15.0,11.0,15.0,13.0,15.0,15.0,16.0,15.0,16.0,16.0,15.0,16.0,18.0,17.0,15.0,17.0,38.0,16.0,14.0,15.0,16.0,16.0
105001424,30.0,15.0,28.0,19.0,17.0,11.0,16.0,14.0,17.0,11.0,12.0,14.0,14.0,16.0,14.0,15.0,16.0,16.0,16.0,16.0,19.0,43.0,15.0,21.0,16.0,16.0,15.0,21.0,16.0,11.0,15.0,15.0,16.0
1050158687,34.0,15.0,24.0,15.0,12.0,15.0,16.0,15.0,13.0,20.0,22.0,18.0,15.0,17.0,15.0,14.0,14.0,17.0,16.0,17.0,20.0,24.0,16.0,21.0,13.0,15.0,16.0,32.0,15.0,16.0,13.0,15.0,15.0
1051546870,20.0,18.0,20.0,21.0,17.0,17.0,10.0,17.0,19.0,15.0,17.0,19.0,10.0,16.0,15.0,18.0,15.0,16.0,14.0,14.0,16.0,28.0,16.0,16.0,16.0,16.0,16.0,36.0,17.0,15.0,13.0,15.0,15.0
10527192003,27.0,22.0,19.0,14.0,15.0,11.0,15.0,15.0,8.0,16.0,15.0,14.0,16.0,16.0,13.0,14.0,17.0,15.0,18.0,13.0,15.0,41.0,23.0,25.0,18.0,15.0,24.0,25.0,6.0,7.0,13.0,20.0,7.0
1053709242,26.0,26.0,7.0,15.0,19.0,7.0,14.0,17.0,19.0,24.0,24.0,19.0,15.0,13.0,14.0,14.0,14.0,15.0,14.0,18.0,18.0,32.0,16.0,16.0,16.0,15.0,15.0,30.0,15.0,16.0,16.0,16.0,16.0
1054792744,19.0,27.0,26.0,18.0,21.0,15.0,17.0,14.0,12.0,15.0,12.0,12.0,14.0,17.0,13.0,16.0,14.0,18.0,14.0,12.0,15.0,28.0,15.0,15.0,16.0,16.0,16.0,27.0,16.0,15.0,14.0,15.0,16.0
10552643983,16.0,14.0,25.0,18.0,22.0,7.0,20.0,15.0,19.0,25.0,24.0,14.0,19.0,16.0,9.0,17.0,15.0,15.0,14.0,15.0,16.0,26.0,15.0,14.0,15.0,16.0,14.0,33.0,15.0,17.0,16.0,16.0,16.0
105579002,23.0,9.0,12.0,14.0,8.0,18.0,16.0,19.0,16.0,21.0,22.0,14.0,17.0,16.0,12.0,18.0,14.0,14.0,15.0,10.0,19.0,21.0,11.0,15.0,16.0,16.0,18.0,30.0,17.0,12.0,15.0,14.0,16.0
1055839544,29.0,17.0,9.0,21.0,16.0,5.0,14.0,9.0,20.0,20.0,12.0,16.0,14.0,9.0,18.0,16.0,20.0,12.0,15.0,16.0,15.0,26.0,21.0,19.0,21.0,17.0,12.0,36.0,13.0,11.0,14.0,14.0,17.0
1057689124,24.0,19.0,24.0,22.0,19.0,3.0,16.0,15.0,16.0,22.0,17.0,16.0,15.0,16.0,18.0,14.0,20.0,15.0,16.0,16.0,16.0,33.0,16.0,15.0,17.0,16.0,14.0,31.0,16.0,14.0,14.0,15.0,16.0
1059670829,33.0,6.0,8.0,26.0,16.0,11.0,16.0,12.0,12.0,24.0,24.0,12.0,10.0,14.0,14.0,15.0,15.0,12.0,16.0,16.0,17.0,23.0,10.0,18.0,19.0,19.0,14.0,31.0,14.0,15.0,15.0,15.0,16.0
10625277256,29.0,11.0,19.0,8.0,19.0,11.0,16.0,15.0,17.0,24.0,21.0,12.0,19.0,15.0,13.0,16.0,15.0,16.0,15.0,16.0,19.0,27.0,14.0,22.0,16.0,19.0,15.0,37.0,15.0,12.0,14.0,16.0,16.0
10632727756,16.0,10.0,24.0,21.0,15.0,18.0,17.0,17.0,16.0,22.0,17.0,16.0,17.0,16.0,15.0,15.0,17.0,14.0,15.0,17.0,17.0,20.0,19.0,24.0,20.0,14.0,17.0,36.0,13.0,13.0,14.0,17.0,16.0
10652650106,15.0,18.0,18.0,10.0,16.0,14.0,13.0,17.0,14.0,13.0,17.0,15.0,17.0,17.0,15.0,15.0,16.0,18.0,13.0,15.0,17.0,37.0,25.0,25.0,20.0,19.0,13.0,21.0,5.0,7.0,9.0,12.0,19.0
1065552462,20.0,13.0,20.0,17.0,19.0,16.0,14.0,15.0,14.0,12.0,17.0,14.0,16.0,16.0,12.0,16.0,15.0,15.0,14.0,15.0,16.0,24.0,15.0,14.0,17.0,14.0,17.0,35.0,16.0,15.0,14.0,16.0,14.0
1065893976,37.0,17.0,30.0,16.0,18.0,16.0,15.0,16.0,15.0,9.0,15.0,15.0,16.0,16.0,15.0,15.0,15.0,16.0,15.0,15.0,21.0,21.0,16.0,26.0,14.0,15.0,16.0,27.0,15.0,17.0,13.0,16.0,15.0
10676625834,28.0,17.0,25.0,24.0,16.0,13.0,17.0,14.0,16.0,10.0,11.0,15.0,13.0,16.0,15.0,17.0,15.0,16.0,17.0,15.0,19.0,31.0,18.0,17.0,16.0,16.0,15.0,31.0,14.0,14.0,16.0,15.0,17.0
10706899626,37.0,19.0,27.0,20.0,11.0,10.0,14.0,14.0,18.0,14.0,12.0,18.0,15.0,16.0,16.0,15.0,15.0,16.0,18.0,15.0,14.0,33.0,14.0,20.0,15.0,16.0,16.0,30.0,16.0,13.0,16.0,16.0,16.0
10721404513,25.0,21.0,23.0,28.0,21.0,12.0,16.0,13.0,14.0,21.0,10.0,11.0,13.0,16.0,15.0,15.0,17.0,16.0,17.0,12.0,13.0,22.0,16.0,26.0,16.0,16.0,16.0,36.0,16.0,8.0,16.0,15.0,16.0
10725661965,35.0,16.0,26.0,25.0,14.0,22.0,16.0,12.0,15.0,11.0,17.0,13.0,12.0,15.0,21.0,15.0,14.0,15.0,15.0,15.0,13.0,36.0,19.0,21.0,18.0,19.0,15.0,28.0,13.0,11.0,15.0,13.0,16.0
10727186713,27.0,15.0,8.0,13.0,19.0,16.0,14.0,19.0,19.0,15.0,21.0,21.0,17.0,17.0,13.0,16.0,16.0,16.0,17.0,18.0,19.0,24.0,15.0,16.0,16.0,17.0,16.0,33.0,16.0,12.0,13.0,14.0,15.0
10748484913,22.0,15.0,29.0,26.0,15.0,16.0,18.0,17.0,13.0,18.0,13.0,15.0,11.0,16.0,17.0,13.0,17.0,16.0,15.0,17.0,12.0,29.0,16.0,24.0,23.0,16.0,13.0,28.0,16.0,11.0,14.0,16.0,15.0
107626313,37.0,20.0,8.0,8.0,20.0,14.0,14.0,16.0,16.0,15.0,16.0,16.0,18.0,14.0,14.0,17.0,14.0,14.0,18.0,16.0,17.0,32.0,16.0,15.0,17.0,16.0,17.0,35.0,16.0,16.0,14.0,16.0,15.0
1078072876,25.0,14.0,7.0,12.0,16.0,13.0,15.0,17.0,15.0,19.0,19.0,14.0,17.0,15.0,15.0,15.0,16.0,14.0,15.0,15.0,16.0,23.0,15.0,20.0,11.0,15.0,16.0,34.0,16.0,14.0,17.0,16.0,16.0
10781762034,33.0,16.0,29.0,23.0,21.0,14.0,17.0,16.0,14.0,16.0,13.0,17.0,19.0,16.0,13.0,15.0,17.0,15.0,16.0,14.0,13.0,29.0,16.0,24.0,18.0,12.0,15.0,35.0,14.0,10.0,14.0,19.0,16.0
107833185,32.0,17.0,23.0,13.0,15.0,14.0,15.0,16.0,16.0,11.0,14.0,15.0,15.0,15.0,16.0,15.0,16.0,17.0,15.0,15.0,17.0,32.0,16.0,24.0,19.0,15.0,15.0,29.0,15.0,10.0,14.0,16.0,16.0
10791364715,30.0,18.0,14.0,19.0,21.0,12.0,14.0,15.0,20.0,17.0,16.0,18.0,18.0,14.0,15.0,16.0,15.0,14.0,16.0,18.0,16.0,14.0,17.0,21.0,18.0,17.0,17.0,41.0,14.0,10.0,14.0,14.0,15.0
1079195232,19.0,6.0,31.0,12.0,9.0,8.0,13.0,10.0,22.0,6.0,16.0,21.0,20.0,14.0,14.0,17.0,15.0,18.0,20.0,14.0,17.0,31.0,17.0,20.0,24.0,15.0,17.0,30.0,14.0,10.0,8.0,16.0,15.0
10822903026,33.0,11.0,24.0,23.0,15.0,16.0,12.0,13.0,14.0,14.0,18.0,13.0,7.0,15.0,15.0,13.0,12.0,15.0,17.0,14.0,19.0,35.0,16.0,15.0,19.0,15.0,12.0,27.0,15.0,16.0,12.0,16.0,18.0
1082786866,25.0,23.0,28.0,9.0,22.0,13.0,14.0,14.0,9.0,12.0,19.0,14.0,15.0,13.0,16.0,13.0,16.0,13.0,14.0,19.0,15.0,21.0,17.0,20.0,18.0,12.0,16.0,41.0,14.0,12.0,14.0,18.0,15.0
1083097899,21.0,23.0,13.0,22.0,14.0,12.0,12.0,18.0,14.0,15.0,16.0,19.0,13.0,16.0,14.0,16.0,16.0,16.0,14.0,18.0,19.0,26.0,15.0,14.0,16.0,18.0,13.0,33.0,14.0,18.0,16.0,14.0,17.0
108341464,32.0,7.0,17.0,18.0,13.0,10.0,16.0,16.0,11.0,23.0,18.0,13.0,14.0,18.0,15.0,15.0,18.0,15.0,16.0,15.0,15.0,26.0,14.0,19.0,18.0,13.0,16.0,36.0,17.0,14.0,13.0,18.0,15.0
10860730194,40.0,14.0,17.0,18.0,21.0,18.0,16.0,17.0,18.0,18.0,16.0,15.0,11.0,15.0,15.0,14.0,16.0,14.0,15.0,15.0,16.0,21.0,11.0,7.0,16.0,18.0,18.0,26.0,19.0,18.0,16.0,16.0,15.0
1086250201,10.0,14.0,19.0,22.0,16.0,19.0,14.0,19.0,12.0,19.0,16.0,12.0,15.0,20.0,18.0,15.0,12.0,15.0,16.0,14.0,19.0,28.0,19.0,14.0,13.0,19.0,19.0,34.0,14.0,17.0,17.0,14.0,13.0
1087449616,25.0,25.0,8.0,13.0,15.0,18.0,15.0,19.0,18.0,14.0,20.0,18.0,12.0,16.0,15.0,15.0,16.0,17.0,20.0,14.0,19.0,18.0,11.0,16.0,18.0,18.0,13.0,31.0,15.0,14.0,16.0,16.0,15.0
108904032,22.0,17.0,25.0,22.0,15.0,14.0,18.0,16.0,15.0,24.0,19.0,16.0,16.0,18.0,15.0,15.0,16.0,17.0,16.0,16.0,16.0,28.0,17.0,17.0,17.0,16.0,15.0,32.0,15.0,14.0,14.0,14.0,16.0
109270746,16.0,24.0,26.0,24.0,16.0,6.0,21.0,9.0,18.0,24.0,13.0,19.0,11.0,21.0,16.0,14.0,15.0,17.0,12.0,15.0,9.0,37.0,20.0,18.0,19.0,17.0,16.0,32.0,16.0,11.0,13.0,13.0,13.0
10933651284,26.0,15.0,28.0,26.0,13.0,15.0,17.0,16.0,14.0,24.0,18.0,16.0,17.0,17.0,15.0,16.0,14.0,16.0,15.0,18.0,15.0,23.0,15.0,20.0,18.0,16.0,15.0,35.0,16.0,11.0,15.0,15.0,16.0
109357638,26.0,11.0,30.0,18.0,12.0,13.0,17.0,15.0,18.0,11.0,13.0,19.0,15.0,19.0,18.0,17.0,18.0,15.0,16.0,18.0,17.0,27.0,14.0,20.0,21.0,14.0,16.0,35.0,18.0,11.0,11.0,17.0,15.0
1094109061,8.0,13.0,11.0,7.0,18.0,13.0,10.0,17.0,17.0,15.0,20.0,14.0,14.0,17.0,21.0,18.0,13.0,17.0,15.0,14.0,17.0,19.0,15.0,18.0,19.0,15.0,17.0,48.0,17.0,12.0,9.0,17.0,13.0
1095219585,29.0,4.0,29.0,17.0,9.0,13.0,16.0,13.0,21.0,12.0,17.0,20.0,13.0,15.0,12.0,11.0,14.0,12.0,16.0,15.0,18.0,30.0,12.0,17.0,20.0,13.0,15.0,30.0,21.0,11.0,9.0,19.0,17.0
1095364437,33.0,15.0,25.0,17.0,16.0,15.0,16.0,16.0,16.0,26.0,19.0,14.0,16.0,16.0,15.0,16.0,16.0,16.0,15.0,18.0,16.0,30.0,16.0,10.0,23.0,15.0,16.0,24.0,15.0,18.0,13.0,16.0,16.0
1097922649,12.0,21.0,22.0,25.0,20.0,4.0,13.0,12.0,18.0,20.0,20.0,18.0,11.0,15.0,18.0,17.0,15.0,15.0,13.0,17.0,16.0,29.0,16.0,16.0,14.0,15.0,14.0,30.0,15.0,15.0,16.0,16.0,16.0
11001896503,7.0,7.0,23.0,17.0,16.0,11.0,20.0,12.0,15.0,21.0,17.0,12.0,18.0,18.0,15.0,13.0,15.0,13.0,15.0,14.0,16.0,26.0,18.0,14.0,15.0,16.0,18.0,30.0,17.0,16.0,15.0,15.0,15.0
110059748,27.0,17.0,25.0,7.0,18.0,16.0,16.0,16.0,16.0,27.0,26.0,16.0,15.0,15.0,15.0,15.0,16.0,16.0,16.0,14.0,17.0,29.0,17.0,16.0,17.0,16.0,16.0,32.0,14.0,15.0,14.0,16.0,16.0
110113825,20.0,25.0,24.0,22.0,26.0,16.0,13.0,15.0,21.0,19.0,14.0,15.0,16.0,14.0,18.0,14.0,13.0,13.0,14.0,14.0,18.0,27.0,16.0,14.0,20.0,15.0,16.0,30.0,14.0,16.0,13.0,16.0,16.0
110282499,28.0,6.0,27.0,23.0,10.0,15.0,15.0,16.0,11.0,20.0,13.0,10.0,13.0,16.0,17.0,14.0,17.0,19.0,14.0,17.0,13.0,21.0,13.0,20.0,17.0,15.0,16.0,32.0,16.0,13.0,16.0,15.0,15.0
11031884556,20.0,19.0,17.0,13.0,19.0,17.0,19.0,18.0,17.0,16.0,16.0,15.0,16.0,12.0,13.0,16.0,13.0,12.0,14.0,16.0,16.0,29.0,17.0,17.0,16.0,17.0,17.0,30.0,15.0,14.0,15.0,14.0,14.0
110351469,38.0,11.0,12.0,20.0,19.0,19.0,14.0,15.0,16.0,21.0,23.0,11.0,11.0,14.0,18.0,15.0,17.0,17.0,16.0,19.0,16.0,26.0,15.0,12.0,19.0,15.0,15.0,32.0,16.0,16.0,14.0,16.0,16.0
11036236926,36.0,27.0,9.0,5.0,16.0,10.0,17.0,15.0,14.0,15.0,15.0,16.0,15.0,16.0,11.0,16.0,19.0,15.0,12.0,15.0,15.0,37.0,14.0,23.0,15.0,17.0,15.0,26.0,15.0,12.0,16.0,15.0,17.0
